OTU	i_Si_2w_1	i_Si_2w_2	i_Si_2w_3	i_Si_4w_1	i_Si_4w_2	i_Si_4w_3	i_Si_6w_1	i_Si_6w_2	i_Si_6w_3	i_Si_8w_1	i_Si_8w_2	i_Si_8w_3	o_Si_1	o_Si_2	o_Si_3	i_So_2w_1	i_So_2w_2	i_So_2w_3	i_So_4w_1	i_So_4w_2	i_So_4w_3	i_So_6w_1	i_So_6w_2	i_So_6w_3	i_So_8w_1	i_So_8w_2	i_So_8w_3	o_So_1	o_So_2	o_So_3
ASV000206	23	4	6	3	0	0	0	0	0	3	1	2	0	0	0	12	24	55	33	27	43	14	13	4	25	17	1	5	2	1
ASV000184	2	0	2	0	1	0	18	0	3	0	0	0	0	0	0	17	12	32	33	24	37	5	21	29	39	5	4	16	0	16
ASV000197	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	109	30	101	0	0	24	0	6	10	2	22	0	0	1	0
ASV000527	0	0	0	44	2	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV000207	5	9	0	0	0	0	0	0	0	0	0	0	171	82	27	0	0	0	0	0	0	0	0	0	0	0	0	15	2	3
ASV000171	0	0	0	0	0	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV000345	0	0	0	71	0	0	54	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	7	0	0	0
ASV000235	0	3	0	0	0	0	0	0	0	10	13	0	0	0	0	3	92	3	0	20	12	6	1	0	129	13	4	1	0	0
ASV000697	0	0	0	0	5	0	0	6	0	2	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV000278	284	0	11	0	0	0	0	0	0	0	0	0	3	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV000644	0	0	0	3	32	0	0	0	0	150	0	103	0	0	0	0	0	0	6	0	9	0	0	0	2	0	0	0	0	0
ASV000234	0	0	0	0	0	0	30	0	0	0	71	0	0	0	0	5	0	47	8	12	20	23	23	24	20	5	3	0	0	13
ASV000191	0	2	5	0	0	0	72	0	0	0	0	0	0	0	2	0	23	30	30	9	44	19	15	19	0	6	0	0	3	22
ASV000300	8	4	204	0	1	0	0	0	0	0	0	0	0	5	1	2	0	5	3	14	49	0	1	3	0	0	0	0	0	0
ASV000204	0	1	0	0	0	0	0	0	0	0	0	0	0	11	11	7	4	5	0	0	0	6	0	0	1	0	0	30	6	217
ASV000194	0	0	0	0	0	0	0	0	0	0	0	0	9	27	5	0	0	0	0	0	0	0	2	0	0	0	0	211	0	44
ASV000189	0	0	0	0	0	0	0	0	0	0	0	0	0	4	11	2	0	0	0	0	0	0	0	0	0	0	0	2	112	164
ASV000224	30	0	5	0	0	0	29	0	0	0	0	0	0	0	0	23	5	120	34	0	0	0	0	0	7	2	0	0	3	37
ASV000524	0	0	0	0	7	0	0	163	0	71	0	0	0	0	0	0	0	0	2	3	2	6	9	11	17	0	1	0	0	0
ASV000210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	9	0	3	0	0	5	0	0	0	0	0
ASV000241	0	0	0	0	5	0	0	0	0	0	62	0	0	0	0	0	0	0	13	4	7	0	0	0	24	65	107	0	0	0
ASV000193	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	23	0	54	41	14	32	40	27	12	27	4	1	2	0	6
ASV000215	1	0	3	0	0	0	0	0	0	0	0	0	0	11	0	9	2	31	0	0	0	0	0	0	0	0	0	48	178	0
ASV000232	0	0	0	0	6	0	0	4	0	4	0	0	0	0	0	0	10	18	3	88	45	17	23	24	3	14	5	0	0	14
ASV000201	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	2	22	74	48	4	52	8	13	5	2	0	0	1
ASV000223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	15	30	30	99	22	0	25	0	0	8	0	0	0	27
ASV000209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	3	42	0	0	0	0	0	0	0	0	17	4	194
ASV000217	0	0	14	0	0	0	0	0	0	0	0	0	0	8	0	13	9	129	0	0	7	0	5	70	0	3	0	4	0	4
ASV000310	42	139	9	0	0	0	0	0	0	0	0	0	47	0	0	4	10	1	0	0	0	0	0	0	0	0	0	2	0	7
ASV000240	6	0	0	0	0	0	0	0	0	0	0	0	0	82	50	0	0	0	4	11	23	7	14	29	20	8	0	0	1	4
ASV000254	18	2	1	0	0	0	0	0	0	0	0	0	0	0	1	6	70	19	0	0	0	0	0	0	0	0	0	2	1	138
ASV000227	1	0	0	3	0	0	44	0	0	0	0	0	0	0	0	29	0	2	36	56	44	21	4	2	8	7	0	0	0	0
ASV000250	0	0	0	0	0	0	0	0	0	4	0	0	0	2	3	3	14	0	10	17	1	23	14	0	50	28	8	0	18	61
ASV000218	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	7	25	12	50	15	20	25	21	25	25	9	2	0	0	0
ASV000243	0	8	0	0	0	0	37	7	0	0	0	0	0	0	0	1	83	2	3	8	27	35	25	14	2	0	0	0	0	2
ASV000260	5	0	0	0	1	0	0	0	0	0	0	0	0	0	3	65	3	43	0	27	33	0	0	4	0	0	0	0	5	65
ASV000276	4	92	2	0	0	23	0	0	0	6	5	5	0	1	2	13	5	2	0	0	2	13	7	3	1	32	33	0	1	0
ASV000263	64	0	4	0	0	0	0	0	0	0	0	0	0	0	0	27	0	126	0	0	0	0	10	0	0	17	0	0	3	0
ASV000271	0	0	6	0	0	0	0	0	0	0	0	0	105	109	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0
ASV000257	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	9	50	138	0	9	9	8	0	0	0	0	0	0	4	4
ASV000228	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	29	66	31	98	0	0	2	0	0	5	0	0	0	13
ASV000361	0	64	125	0	0	0	0	0	0	0	0	0	2	0	2	0	3	3	0	0	0	11	0	1	0	6	0	29	2	0
ASV000813	0	0	0	2	4	0	1	231	0	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV000248	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	55	0	10	0	0	3	10	0	0	108	0	52
ASV000238	1	0	0	0	2	0	0	3	0	0	0	0	0	0	0	35	3	14	4	53	34	16	37	17	5	7	7	1	1	1
ASV000259	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	2	0	11	0	20
ASV000891	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV001005	0	0	0	0	0	0	0	8	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV000654	0	0	0	0	0	0	0	0	0	77	0	128	0	0	0	0	0	3	0	4	0	16	0	0	7	0	0	0	0	0
ASV000318	61	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	60	4	0	1	0	0	0	0	0
ASV000245	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	1	0	0	0	0	0	55	0	0	2	0	0	0	64	103
ASV000256	0	0	1	2	0	0	82	10	2	0	0	0	0	0	0	2	13	11	22	12	2	29	30	0	7	8	0	0	0	0
ASV000231	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV000684	23	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV000929	0	0	0	0	0	0	0	0	0	220	5	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV000264	0	0	0	0	0	0	0	0	0	5	7	0	3	0	0	1	5	0	0	0	1	0	6	0	3	20	34	124	6	15
ASV000253	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	1	1	42	138	3	20	2	6	0	4	0	0	0	2	1
ASV000262	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	28	15	16	47	15	8	30	10	17	25	13	1	0	0	0
ASV000312	0	5	4	0	0	0	0	0	0	0	0	0	0	35	181	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
ASV000281	0	0	0	0	0	0	0	0	0	0	0	0	69	88	65	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2
ASV000341	0	157	6	0	0	0	0	0	0	6	2	0	8	3	6	0	10	0	0	0	0	0	0	2	0	6	21	0	0	0
ASV000246	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	1	0	11	0	0	12	0	0	18	0	0	2	0
ASV000272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	20	11	23	7	0	0	0	3	0	0	0	0	10	137
ASV000478	2	3	196	0	0	0	0	0	0	0	0	0	1	3	5	0	0	13	0	0	0	0	2	0	0	0	0	0	0	0
ASV000935	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV000255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	9	10	28	13	25	21	26	7	27	0	0	0	0	12
ASV000267	0	1	6	0	0	0	0	0	0	0	0	0	0	4	0	0	18	79	3	26	1	11	1	0	0	1	0	0	73	0
ASV000354	0	0	8	0	0	0	0	75	0	0	4	0	0	0	0	3	1	51	2	0	0	76	0	0	3	0	0	1	0	0
ASV000954	0	0	0	0	4	0	0	9	5	0	102	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV000306	2	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	7	8	17	19	8	5	8	11	0	0	1	5
ASV000275	0	0	0	0	0	0	0	0	0	0	0	0	208	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0
ASV000284	0	0	0	76	3	0	2	0	0	6	0	0	0	0	0	0	0	0	4	0	33	36	6	25	27	0	0	0	0	0
ASV000292	0	0	0	121	0	0	0	0	0	26	0	0	0	0	0	0	0	0	3	8	6	0	0	0	0	24	30	0	0	0
ASV000311	0	0	0	0	8	0	0	0	25	27	8	0	0	0	0	4	11	0	10	14	0	23	32	11	21	23	0	0	0	0
ASV000313	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	8	2	183	0	0	0	0	0	0	0	0	0	4	0	4
ASV000288	3	0	0	1	0	0	0	0	5	0	0	0	0	0	0	68	30	8	3	30	28	2	12	19	0	2	4	0	0	0
ASV000265	0	0	1	0	0	0	0	0	0	0	8	0	0	0	2	0	0	8	18	23	17	13	20	20	62	1	0	0	0	21
ASV000283	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	5	0	0	26	5	3	147	22	0	0	0	0
ASV000266	1	0	3	0	0	0	0	8	0	0	0	0	0	0	0	45	14	33	11	1	0	5	25	9	39	17	1	0	0	0
ASV000323	0	0	0	140	0	0	0	0	0	17	7	1	0	0	0	0	0	0	0	2	1	0	0	0	0	7	37	0	0	0
ASV000269	0	0	0	0	0	0	40	0	0	3	0	0	0	0	0	0	0	0	62	19	25	10	15	0	35	0	2	0	0	0
ASV000287	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	3	31	0	3	24	59	19	7	5	34	16	2	0	0	0
ASV000289	19	4	6	0	0	37	0	0	0	0	0	0	118	0	20	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ASV000290	0	0	4	1	0	0	0	0	0	0	0	2	0	0	0	10	0	55	13	0	25	47	12	0	32	0	0	0	0	5
ASV000258	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	4	1	2	18	0	0	0	0	0	8	0	1	2	1
ASV000401	48	44	31	0	37	0	13	0	0	0	2	0	0	0	0	2	2	3	3	2	8	1	4	3	0	0	0	0	0	0
ASV000270	0	6	0	1	0	0	64	0	0	0	0	0	0	0	0	4	13	30	12	7	13	21	16	0	1	7	5	0	0	0
ASV001170	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV000277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	34	82	0	0	59	0	0	0	0	0	0	0
ASV000296	0	0	4	0	0	0	0	3	0	0	0	0	76	8	19	0	0	5	8	6	10	21	14	0	4	0	0	3	1	16
ASV000965	0	0	0	0	2	0	0	5	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV000286	2	4	0	0	0	0	0	0	9	0	0	0	0	0	3	36	27	2	1	0	13	16	10	0	8	0	0	13	0	53
ASV000349	0	0	0	76	0	0	0	0	0	10	3	0	0	0	0	0	0	0	4	2	0	0	0	4	4	36	58	0	0	0
ASV000496	2	0	144	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	1	16	0	0	11	0	15	3	0	0	0	0
ASV000465	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	4	13	0	25	2	9	2	9	8	4	2	0	0	0	0
ASV000305	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	39	0	4	0	37	5	36	7	14	5	0	0	39	0
ASV000298	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	140	0	0	0	0	15	7	0	0	0	0	0	0	22
ASV000338	0	0	65	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	2	11	31	9	5	26	13	2	3	9	0	0
ASV000353	3	149	5	0	0	0	0	0	0	0	0	0	1	1	4	0	5	0	0	0	0	0	0	0	0	6	18	0	0	0
ASV000307	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	17	5	11	8	8	20	34	0	77	3	3
ASV000329	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
ASV000299	0	0	1	0	0	0	126	0	0	0	0	0	0	0	0	3	1	21	0	0	0	1	17	2	13	5	0	0	0	0
ASV000320	0	2	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0
ASV001077	0	0	0	0	0	0	0	0	0	0	3	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV000291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	30	13	0	0	0	33	63	37	0	0	0
ASV000332	0	0	0	0	0	18	0	0	0	0	0	0	0	1	0	0	2	0	2	4	67	12	21	4	23	4	2	0	23	4
ASV000302	0	0	2	0	0	0	0	5	0	0	1	0	0	0	0	0	0	32	28	8	9	14	75	12	0	0	0	0	0	0
ASV000344	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5	3	151	0	0	1	13	5	0	0	0	0	1	1	1
ASV000321	51	0	0	0	0	0	22	0	0	0	0	0	0	0	0	10	0	0	0	0	42	35	0	0	0	0	0	25	0	0
ASV000522	0	4	166	0	0	0	0	0	0	0	0	0	0	2	2	0	0	4	1	0	5	0	0	1	0	0	0	0	0	0
ASV000966	0	0	0	0	3	0	0	7	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV001027	0	0	0	0	0	0	0	168	0	0	11	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV000309	0	0	4	0	0	0	121	0	0	0	0	0	0	19	0	0	0	8	18	0	0	0	0	0	0	0	0	0	1	11
ASV000280	1	0	2	0	0	0	0	0	0	0	0	0	3	29	0	7	0	0	0	10	0	0	0	0	0	0	0	121	5	3
ASV000398	2	86	5	0	0	0	0	0	0	4	0	0	4	15	3	0	4	0	3	0	3	8	0	24	1	0	12	7	0	0
ASV000297	0	0	0	0	0	0	0	0	0	0	0	0	9	111	0	0	0	6	0	0	0	0	4	0	0	0	0	38	12	0
ASV000337	0	0	0	0	0	0	0	9	0	0	4	0	0	0	0	0	13	0	10	0	0	37	38	26	35	8	0	0	0	0
ASV000346	54	1	0	0	0	0	0	0	0	0	0	0	4	0	0	4	3	0	0	2	16	29	6	0	20	5	0	0	1	35
ASV001024	0	0	0	0	0	0	0	8	0	0	170	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
ASV000366	82	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	41	0	0
ASV000473	0	169	0	0	0	0	0	0	0	0	0	0	2	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV000348	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	2	0	0	1	0	0	156	4	2	0	0	0
ASV000333	0	15	0	2	0	0	0	5	0	0	0	0	0	11	0	5	2	5	25	8	13	32	7	27	8	2	1	8	0	1
ASV000351	0	2	5	0	0	0	0	0	0	0	0	0	154	1	2	0	0	0	0	11	0	0	0	0	0	0	0	1	0	0
ASV000409	32	33	23	0	0	0	0	0	0	0	0	0	17	21	17	3	2	0	4	4	2	0	0	4	0	0	0	8	6	0
ASV001248	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV000274	0	5	0	3	0	0	0	0	0	3	0	0	0	0	0	0	28	2	3	48	43	0	10	4	8	2	2	10	0	4
ASV000856	2	0	0	0	0	0	15	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV000996	0	0	0	1	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	1	0	0	0
ASV000308	0	0	4	0	0	0	61	0	0	0	0	0	0	0	0	0	18	12	1	4	32	0	2	8	0	8	0	0	0	23
ASV000375	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	16	113	1	0	0	10	8	0	10	0	0	0	4	0
ASV000420	22	18	17	0	0	0	0	0	0	5	0	2	16	20	11	7	0	0	0	0	0	28	6	5	0	14	0	0	0	0
ASV000301	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	129	0	0	3	0	0	0	0	0	0	6
ASV000352	0	0	0	0	0	0	5	7	7	0	0	0	0	0	0	0	25	2	0	0	0	55	1	4	5	4	3	4	0	47
ASV000385	0	3	36	0	0	0	0	0	0	0	0	0	4	0	24	0	5	0	14	0	16	0	17	10	11	4	1	21	0	3
ASV000566	3	0	160	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV000342	0	3	0	0	0	0	19	0	0	0	0	0	103	0	0	0	8	0	0	0	12	0	5	11	0	0	0	2	0	5
ASV000340	16	0	0	0	0	0	19	0	3	0	0	8	0	0	1	3	0	0	0	31	14	0	3	0	7	10	0	0	0	52
ASV000314	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	62	3	90	1	1	4	1	0	2	0	0	0
ASV000339	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV000483	0	146	4	0	0	0	0	0	0	0	0	0	5	3	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV000414	0	0	6	0	0	0	0	0	0	0	0	0	118	2	28	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5
ASV001099	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV000330	0	0	0	0	0	0	0	0	0	0	0	0	2	11	26	0	0	0	26	30	0	0	0	0	0	1	0	65	1	0
ASV000322	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV000303	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV000285	9	0	3	0	0	0	0	0	0	0	0	0	0	0	0	56	0	34	0	11	9	18	0	0	7	12	0	0	0	0
ASV000294	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV000408	0	0	0	0	0	0	32	3	0	0	5	0	0	1	0	1	0	4	1	0	29	9	7	16	24	6	0	0	14	6
ASV000358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	67
ASV000365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	12	23	14	11	1	14	0	22	0	0	0	25	21
ASV000327	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	12	30	4	23	7	13	0	43	7	9	4	0	0	0	0
ASV000412	0	1	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ASV000362	2	0	0	0	0	0	0	0	0	0	0	0	2	0	1	14	15	3	0	0	3	6	1	0	0	0	0	57	0	49
ASV000395	0	0	8	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ASV000347	20	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	14	32	7	27	0	0	0	0	0	0
ASV000371	0	1	0	0	31	0	0	0	0	0	0	0	0	0	0	0	13	0	6	12	16	12	21	11	11	3	2	13	0	0
ASV000439	0	0	0	120	2	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV000396	3	0	1	0	0	0	0	0	0	0	0	0	126	6	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
ASV000495	0	0	0	0	0	0	0	31	40	0	0	0	0	0	0	5	0	1	1	0	0	19	14	31	4	0	0	5	0	0
ASV000377	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	25	0	42	58	0	2	0	0	13	1	0	0	0	0
ASV001209	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV000343	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	28	76	0	0	15	3	0	6	7	10	1	1	0	0	0
ASV000368	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	10	0	0	29	3	24	54	9	1	1	0	0	0	0	0
ASV000379	0	0	0	0	0	21	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV000363	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	127	9	4	2	0	0	1	0	0	0	0	0
ASV000418	0	0	0	0	47	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	41	53	0	0	0
ASV000497	90	6	0	0	0	0	0	0	0	0	0	0	1	0	0	20	19	0	0	0	0	0	0	0	0	9	1	0	0	2
ASV001213	0	0	0	0	0	0	2	6	7	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV000373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	15	0	0	22	6	17	20	9	25	4	0	0	0	9
ASV000384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	1	0	0	0	0	0	3	0	0	0	0	5	5	121
ASV000432	0	0	0	125	0	0	0	0	0	17	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0
ASV000713	0	0	0	1	118	0	0	9	0	0	11	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0
ASV000350	3	0	0	0	0	0	0	0	0	0	0	0	73	66	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV000434	1	3	6	0	0	0	0	0	0	0	0	0	127	1	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ASV001221	0	0	0	0	0	0	0	138	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
ASV000331	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	4	4	3	53	66	0	0	0
ASV001306	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV000360	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV001365	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV000364	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	38	1	7	3	16	12	9	6	3	0	0	1	0
ASV000411	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	14	11	34	8	0	19	1	0	15	28	1	0	2	1	1
ASV000424	3	0	0	0	0	0	0	0	0	0	0	0	1	124	5	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0
ASV000359	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	72	5	0	3	56	0	1	1	0	0	0	0
ASV000422	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	35	21	10	33	2	27	3	1	0	0	0
ASV000423	0	28	5	0	0	0	0	0	0	0	0	0	1	74	1	0	0	0	0	0	0	0	0	0	0	0	0	19	3	8
ASV001075	0	0	0	0	26	0	0	0	3	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV001228	0	0	0	0	0	0	0	130	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV001230	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0
ASV001276	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV001320	0	0	0	0	2	0	0	126	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV000386	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV000400	3	2	2	0	0	0	0	0	0	0	0	0	3	51	0	1	1	0	0	0	0	0	0	0	0	0	0	72	3	0
ASV000455	0	0	12	2	0	0	0	0	0	0	0	0	0	0	0	2	1	95	10	13	0	1	0	0	0	2	0	0	0	0
ASV000515	0	0	0	0	4	0	0	46	0	0	0	0	0	0	0	0	0	0	4	13	11	0	0	12	0	0	0	48	0	0
ASV000383	0	0	0	0	0	0	0	0	0	6	9	3	0	0	0	0	0	0	0	1	1	0	1	2	0	44	70	0	0	0
ASV000413	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	12	0	0	6	0	0	21	0	0	0	0	92	0
ASV000397	0	0	18	3	0	0	0	0	0	0	0	0	6	0	0	0	0	50	0	0	48	0	0	0	0	0	11	0	0	0
ASV000532	46	0	3	0	0	0	0	0	0	0	0	0	0	0	2	13	0	36	0	5	0	0	6	0	0	6	0	2	0	17
ASV000388	0	0	0	0	0	0	0	8	0	2	0	0	1	0	0	0	2	6	0	16	21	9	0	38	0	0	5	26	1	0
ASV000402	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	24	72	4	0	0	7	7	2	0	0	0	0	0	3	14
ASV000426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	41	0	23	1	16	6	0	0	0	0	45	0	1
ASV000520	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	69	19	17	0	1	0	0	0	0
ASV000399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	21	0	0	0	0	11	0	0	10	0	0	12	67
ASV000390	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	33	0	16	0	0	0	0	0
ASV000406	0	0	0	0	0	0	35	0	0	0	0	0	0	0	1	0	0	12	19	0	0	1	9	0	0	8	0	0	0	47
ASV000410	0	5	0	1	0	0	0	0	0	0	0	0	0	26	0	0	30	0	26	8	0	0	4	9	3	1	0	12	7	0
ASV000416	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	8	13	0	0	10	0	0	0	0	0
